Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
34.36312 ; 2.92578
34.37765 ; 2.97256
34.38882 ; 2.99294
34.4 ; 2.9994
34.41306 ; 2.98917
34.42612 ; 2.96002
34.43483 ; 2.93039
34.44875 ; 2.86686
34.46268 ; 2.7849
34.4766 ; 2.68645
34.49052 ; 2.57381
34.50589 ; 2.436019
34.52126 ; 2.28755
34.5868 ; 1.6153
34.60517 ; 1.436351
34.61742 ; 1.32306
34.62966 ; 1.21542
34.64464 ; 1.09217
34.65463 ; 1.01542
34.66462 ; 0.943134
34.67461 ; 0.875324
34.6846 ; 0.811964
34.69459 ; 0.752977
34.70457 ; 0.698245
34.71353 ; 0.652684
34.7254 ; 0.597121
34.73728 ; 0.546808
34.74519 ; 0.516008
34.75311 ; 0.487275
34.76102 ; 0.460497
34.76894 ; 0.435564
34.78081 ; 0.401385
34.79269 ; 0.370749
34.80456 ; 0.343311
34.81644 ; 0.318744
34.82831 ; 0.296744
34.83623 ; 0.283364
34.84626 ; 0.267742
34.8563 ; 0.253484
34.86633 ; 0.240455
34.87637 ; 0.228534
34.8864 ; 0.21761
34.90145 ; 0.20288
34.91651 ; 0.189876
34.93156 ; 0.178348
34.94661 ; 0.168083
34.96166 ; 0.158902
34.97672 ; 0.150656
34.99177 ; 0.143217
35.00989 ; 0.135181
35.02956 ; 0.127437
35.04922 ; 0.12055
35.06888 ; 0.114392
35.08854 ; 0.108858
35.10165 ; 0.105472
35.12787 ; 0.0993336
35.15408 ; 0.0939222
35.1803 ; 0.0891231
35.20652 ; 0.0848441
35.23247 ; 0.0810478
35.25841 ; 0.0776283
35.29301 ; 0.0735711
35.32761 ; 0.0700017
35.36221 ; 0.0668438
35.39681 ; 0.0640359
35.43141 ; 0.0615277
35.4833 ; 0.058239
35.53434 ; 0.0554654
35.58537 ; 0.0530665
35.63641 ; 0.0509786
35.68745 ; 0.0491512
35.73848 ; 0.0475438
35.81504 ; 0.0454744
35.89159 ; 0.0437388
35.96237 ; 0.0423731
36.03315 ; 0.041196
36.13932 ; 0.0397186
36.24549 ; 0.0385192
36.31627 ; 0.0378446
36.45783 ; 0.0367358
36.59939 ; 0.0358822
36.74095 ; 0.0352263
36.95329 ; 0.0345262
37.16935 ; 0.0340799
37.38728 ; 0.0338361
37.60521 ; 0.0337557
37.87219 ; 0.03384571
38.13917 ; 0.0341056
38.40615 ; 0.0345167
38.67313 ; 0.0350699
38.94011 ; 0.0357737
39.20709 ; 0.036618
39.47407 ; 0.0376124
39.74105 ; 0.0387747
39.99968 ; 0.0400786
40.25832 ; 0.0415802
40.51696 ; 0.0433089
40.7756 ; 0.0453022
41.03424 ; 0.0476068
41.22822 ; 0.04957531
41.4222 ; 0.0517832
41.61618 ; 0.0542692
41.81016 ; 0.0570797
41.95646 ; 0.0594491
42.10277 ; 0.0620667
42.24908 ; 0.0649694
42.39539 ; 0.0682011
42.5417 ; 0.0718157
42.68801 ; 0.075881
42.83432 ; 0.0804837
42.94405 ; 0.0843555
43.06582 ; 0.089156
43.19362 ; 0.0948831
43.27882 ; 0.0991782
43.36402 ; 0.103938
43.44922 ; 0.109261
43.53442 ; 0.115286
43.59831 ; 0.120386
43.66221 ; 0.126123
43.71229 ; 0.131185
43.76237 ; 0.136885
43.81245 ; 0.143418
43.85001 ; 0.14904
43.88757 ; 0.155479
43.92513 ; 0.162993
43.95017 ; 0.168775
43.97521 ; 0.175333
44.00025 ; 0.18284
44.02529 ; 0.191501
44.05033 ; 0.201558
44.07274 ; 0.211963
44.09252 ; 0.222425
44.1123 ; 0.234242
44.13207 ; 0.247562
44.15185 ; 0.262519
44.17163 ; 0.279226
44.19141 ; 0.297758
44.21119 ; 0.318141
44.23566 ; 0.345855
44.25024 ; 0.363593
44.2794 ; 0.401396
44.35306 ; 0.503159
44.38374 ; 0.543127
44.40979 ; 0.573245
44.43122 ; 0.594278
44.45265 ; 0.611171
44.47407 ; 0.623363
44.49239 ; 0.629774
44.50849 ; 0.632259
44.51699 ; 0.632381
44.53398 ; 0.630208
44.55097 ; 0.62494
44.56796 ; 0.6168
44.58875 ; 0.603366
44.60954 ; 0.586735
44.64073 ; 0.557431
44.71503 ; 0.480617
44.74697 ; 0.45025
44.77094 ; 0.430039
44.7911 ; 0.415064
44.81544 ; 0.39963
44.83978 ; 0.387142
44.86412 ; 0.3775239
44.8877 ; 0.370783
44.91053 ; 0.36648
44.93335 ; 0.364153
44.95332 ; 0.363573
44.97899 ; 0.3646
45.01322 ; 0.368667
45.04745 ; 0.375358
45.08168 ; 0.384292
45.1045 ; 0.391359
45.15015 ; 0.407924
45.19579 ; 0.427553
45.24143 ; 0.450206
45.282 ; 0.472968
45.32257 ; 0.498368
45.36314 ; 0.52664
45.40371 ; 0.558091
45.44429 ; 0.593102
45.48486 ; 0.632142
45.52543 ; 0.675784
45.55586 ; 0.711949
45.58308 ; 0.74712
45.61725 ; 0.795479
45.65142 ; 0.849167
45.68559 ; 0.908998
45.71122 ; 0.958484
45.73685 ; 1.01246
45.76248 ; 1.07152
45.78811 ; 1.13631
45.81373 ; 1.20765
45.83936 ; 1.28648
45.86022 ; 1.35697
45.88108 ; 1.43391
45.90194 ; 1.51818
45.9228 ; 1.61079
45.94366 ; 1.71298
45.96452 ; 1.82624
45.98538 ; 1.95237
46.00624 ; 2.09358
46.0271 ; 2.25259
46.041 ; 2.37012
46.05491 ; 2.49824
46.07258 ; 2.67853
46.08866 ; 2.86219
46.10474 ; 3.06764
46.12082 ; 3.29847
46.13154 ; 3.46848
46.14226 ; 3.65303
46.15298 ; 3.85369
46.1637 ; 4.072199
46.17441 ; 4.31049
46.18513 ; 4.57066
46.19585 ; 4.85503
46.20657 ; 5.16611
46.21729 ; 5.50662
46.22801 ; 5.87952
46.23755 ; 6.24103
46.25008 ; 6.76276
46.26261 ; 7.34277
46.27514 ; 7.98704
46.28767 ; 8.7018
46.3002 ; 9.49343
46.31273 ; 10.3684
46.32526 ; 11.3331
46.33779 ; 12.3938
46.35032 ; 13.556
46.36285 ; 14.8251
46.3723 ; 15.8558
46.38285 ; 17.0828
46.3934 ; 18.3918
46.40395 ; 19.7835
46.41978 ; 22.02569
46.4356 ; 24.4488
46.45143 ; 27.0425
46.47062 ; 30.3934
46.48981 ; 33.9289
46.55418 ; 46.2937
46.57591 ; 50.2557
46.59764 ; 53.8792
46.61466 ; 56.3887
46.63168 ; 58.5388
46.6487 ; 60.2724
46.66572 ; 61.5422
46.68274 ; 62.3128
46.7 ; 62.5622
46.71354 ; 62.3777
46.72709 ; 61.862
46.74227 ; 60.9021
46.75459 ; 59.8417
46.77306 ; 57.814
46.79068 ; 55.4438
46.80661 ; 52.9913
46.82786 ; 49.3605
46.85248 ; 44.799
46.90241 ; 35.1901
46.92771 ; 30.5061
46.94244 ; 27.91811
46.95717 ; 25.4574
46.97189 ; 23.1388
46.98662 ; 20.9724
46.99814 ; 19.3883
47.00965 ; 17.902
47.02117 ; 16.5135
47.03269 ; 15.2213
47.0442 ; 14.0232
47.05572 ; 12.9163
47.06723 ; 11.8966
47.07875 ; 10.9601
47.09027 ; 10.1022
47.10178 ; 9.31805
47.10946 ; 8.83386
47.11916 ; 8.26326
47.12887 ; 7.73629
47.13858 ; 7.25001
47.14828 ; 6.80162
47.15799 ; 6.38835
47.16769 ; 6.00759
47.1774 ; 5.65683
47.1871 ; 5.33368
47.19681 ; 5.03592
47.20651 ; 4.76143
47.21622 ; 4.50827
47.22592 ; 4.2746
47.23563 ; 4.05875
47.25019 ; 3.76502
47.26474 ; 3.50319
47.27715 ; 3.30208
47.28956 ; 3.11889
47.30197 ; 2.95163
47.31438 ; 2.79855
47.32679 ; 2.65808
47.3392 ; 2.52888
47.35782 ; 2.3536
47.37643 ; 2.19754
47.39504 ; 2.057859
47.41366 ; 1.93223
47.43227 ; 1.8187
47.45088 ; 1.71568
47.4716 ; 1.61174
47.49651 ; 1.499609
47.52143 ; 1.39951
47.54634 ; 1.30968
47.57126 ; 1.2287
47.59618 ; 1.15539
47.62109 ; 1.08876
47.64601 ; 1.02801
47.67092 ; 0.972424
47.69584 ; 0.921425
47.72906 ; 0.859695
47.76165 ; 0.80521
47.79424 ; 0.75595
47.82683 ; 0.711253
47.85943 ; 0.670562
47.89202 ; 0.633403
47.92461 ; 0.599373
47.96807 ; 0.558272
